Activity ID,Activity Name,Planned Duration,Planned Labor Units,Remaining Labor Units,Start,Finish,Activity % Complete,Planned Total Cost,BL1 Start,BL1 Finish,Planned Nonlabor Units,Total Float
          XES_END_DSLHVR_5150,Develop Final Design - DXS Vacuum Roughing,54.0d,127.0h,127.0h,08-11-22,10-26-22,0%,$0 ,,,0.0h,380.0d
          XES_END_DSLHDP_5140,Update Final Design - DXS Differential Pumping,70.0d,224.0h,224.0h,08-18-22,11-28-22,0%,$0 ,,,0.0h,389.0d
          XES_END_DSLHPL_5130,R_FDR: Final Design Verification - DXS Pump Laser,1.0d,8.0h,8.0h,09-09-22,09-09-22,0%,$0 ,,,0.0h,661.0d
          XES_END_DSLHPL_5140,RFI: DXS Pump Laser,0.0d,0.0h,0.0h,,09-09-22,0%,$0 ,,,0.0h,661.0d
          XES_END_DSLHSS_5170,Update Final Design - DXS Stands and Supports,135.0d,572.0h,572.0h,09-14-22,04-10-23,0%,$0 ,,,0.0h,849.0d
          XES_END_DSLHVC_5170,Update Final Design - DXS Vacuum Components,75.0d,284.0h,284.0h,10-03-22,02-01-23,0%,$0 ,,,0.0h,353.0d
          XES_END_DSLHVR_5160,Update Final Design - DXS Vacuum Roughing,30.0d,160.0h,160.0h,10-27-22,12-09-22,0%,$0 ,,,0.0h,380.0d
          XES_END_DSLHDP_5150,COMP: Final  Design - DXS Differential Pumping,0.0d,0.0h,0.0h,,11-28-22,0%,$0 ,,,0.0h,932.0d
          XES_END_DSLHVR_5170,COMP: Final Design - DXS Vacuum Roughing,0.0d,0.0h,0.0h,,12-09-22,0%,$0 ,,,0.0h,380.0d
          XES_END_DSLHVC_5180,COMP: Final Design - DXS Vacuum Components,0.0d,0.0h,0.0h,,02-01-23,0%,$0 ,,,0.0h,896.0d
          XES_END_DSLHSS_5180,COMP: Final Design - DXS Stands and Supports,0.0d,0.0h,0.0h,,04-10-23,0%,$0 ,,,0.0h,849.0d
        L2HE - BL - 2021-10.1.04.03.05.67  CXI System Level Hardware Engineering and Design,,570.0d,1982.0h,1982.0h,07-01-21,10-27-23,,$0 ,,,0.0h,1744.0d
          XES_END_CSLHV_5100,START: Design - CXI Vacuum,0.0d,0.0h,0.0h,,07-01-21,0%,$0 ,,,0.0h,3.0d
          XES_END_CSLHV_5110,Develop Concept. Design - CXI Vacuum,120.0d,570.0h,570.0h,07-02-21,01-05-22,0%,$0 ,,,0.0h,3.0d
          XES_END_CSLHSS_5100,START: Design - CXI Stands and Supports,0.0d,0.0h,0.0h,,01-05-22,0%,$0 ,,,0.0h,3.0d
          XES_END_CSLHV_5120,COMP: Concept. Design - CXI Vacuum,0.0d,0.0h,0.0h,,01-05-22,0%,$0 ,,,0.0h,3.0d
          XES_END_CSLHV_5130,Develop Prelim. Design - CXI Vacuum,100.0d,380.0h,380.0h,01-06-22,05-27-22,0%,$0 ,,,0.0h,13.0d
          XES_END_CSLHSS_5110,Develop Concept. Design - CXI Stands and Supports,110.0d,484.0h,484.0h,01-06-22,06-13-22,0%,$0 ,,,0.0h,3.0d
          XES_END_CSLHV_5135,COMP: Prelim. Design - CXI Vacuum,0.0d,0.0h,0.0h,,05-27-22,0%,$0 ,,,0.0h,13.0d
          XES_END_CSLHSS_5120,COMP: Concept. Design - CXI Stands and Supports,0.0d,0.0h,0.0h,,06-13-22,0%,$0 ,,,0.0h,3.0d
          XES_END_CSLHSS_5130,Develop Prelim. Design - CXI Stands and Supports,80.0d,220.0h,220.0h,06-14-22,10-05-22,0%,$0 ,,,0.0h,968.0d
          XES_END_CSLHSS_5140,COMP: Prelim. Design - CXI Stands and Supports,0.0d,0.0h,0.0h,,10-05-22,0%,$0 ,,,0.0h,968.0d
          XES_END_CSLHV_5140,Develop Final Design - CXI Vacuum,210.0d,328.0h,328.0h,11-17-22,09-29-23,0%,$0 ,,,0.0h,718.0d
          XES_END_CSLHV_5150,COMP: Final Design - CXI Vacuum,0.0d,0.0h,0.0h,,09-29-23,0%,$0 ,,,0.0h,718.0d
          XES_END_CSLHV_5160,Update Final Design - CXI Vacuum,10.0d,0.0h,0.0h,10-02-23,10-13-23,0%,$0 ,,,0.0h,718.0d
          XES_END_CSLHV_5170,COMP: Design - CXI Vacuum,0.0d,0.0h,0.0h,,10-13-23,0%,$0 ,,,0.0h,718.0d
          XES_END_CSLHSS_5150,Update Final Design - CXI Vacuum,10.0d,0.0h,0.0h,10-16-23,10-27-23,0%,$0 ,,,0.0h,1744.0d
          XES_END_CSLHSS_5160,COMP: Design - CXI Vacuum,0.0d,0.0h,0.0h,,10-27-23,0%,$0 ,,,0.0h,1744.0d
        L2HE - BL - 2021-10.1.04.03.05.68  NXI System Level Hardware Engineering and Design,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.05.69  MFX System Level Hardware Engineering and Design,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
      L2HE - BL - 2021-10.1.04.03.06  Endstations Procurement,,759.0d,11203.6h,11203.6h,05-24-22,07-02-25,,"$43,924,500 ",,,43924500.0h,303.0d
        L2HE - BL - 2021-10.1.04.03.06.13  ** Tender X-Ray Instrument (TXI) Procurement,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.14  X-ray Pump Probe (XPP) Procurement,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.15  Dynamic X-Ray Scattering (DXS) Procurement,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.16  Coherent X-Ray Imaging (CXI) Microfocus Procurement,,372.0d,354.4h,354.4h,06-22-23,01-07-25,,"$2,160,000 ",,,2160000.0h,29.0d
          XES_END_CXIM_6100,Prepare Requisition (Specs/SOW/ETC/APP) - Procurement - CXI Microfocus,45.0d,80.0h,80.0h,06-22-23,08-24-23,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6110,RQN: ARQN: Approval of Requisition - Procurement - CXI Microfocus,1.0d,0.0h,0.0h,08-25-23,08-25-23,0%,"$720,000 ",,,720000.0h,29.0d
          XES_END_CXIM_6120,"Prepare RFP (ASP,PRR, TPRR,etc.) - Procurement - CXI Microfocus",35.0d,40.0h,40.0h,08-28-23,10-16-23,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6150,Vendor Proposal Effort - Procurement - CXI Microfocus,35.0d,0.0h,0.0h,09-12-23,10-30-23,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6130,"SLAC legal review/approve RFP (RQD, >$5m)Procurement - CXI Microfocus",5.0d,0.0h,0.0h,10-17-23,10-23-23,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6140,Release RFP - Procurement - CXI Microfocus,5.0d,0.0h,0.0h,10-24-23,10-30-23,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6160,RCV: Vendor Proposal - Procurement - CXI Microfocus,0.0d,0.0h,0.0h,,10-30-23,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6170,Evaluations/Negotiations - Procurement - CXI Microfocus,55.0d,74.4h,74.4h,10-31-23,02-02-24,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6180,Prepare Award Documents - Procurement - CXI Microfocus,5.0d,0.0h,0.0h,02-05-24,02-09-24,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6190,(Foreign Only) Buy American ACT ReviewProcurement - CXI Microfocus,10.0d,0.0h,0.0h,02-12-24,02-26-24,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6200,"SLAC legal review/approve Award docs (RQD, >$5m)Procurement - CXI Microfocus",5.0d,0.0h,0.0h,02-27-24,03-04-24,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6210,"AWARD: (Lab Dir. Approval RQD, >$5m): Procurement - Procurement - CXI Microfocus",5.0d,0.0h,0.0h,03-05-24,03-11-24,0%,"$720,000 ",,,720000.0h,29.0d
          XES_END_CXIM_6230,Vendor Oversite - Procurement - CXI Microfocus,200.0d,160.0h,160.0h,03-12-24,01-06-25,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6220,Vendor Effort - Procurement - CXI Microfocus,200.0d,0.0h,0.0h,03-12-24,01-06-25,0%,$0 ,,,0.0h,29.0d
          XES_END_CXIM_6240,RCV: Goods/Services/Final Report - Procurement - CXI Microfocus,1.0d,0.0h,0.0h,01-07-25,01-07-25,0%,"$720,000 ",,,720000.0h,29.0d
          XES_END_CXIM_6250,COMP: Procurement - CXI Microfocus,0.0d,0.0h,0.0h,,01-07-25,0%,$0 ,,,0.0h,29.0d
        L2HE - BL - 2021-10.1.04.03.06.17  Coherent X-Ray Imaging (NXI) Nanofocus Procurement,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.18  Macromolecular Femtosecond Crystallography (MFX) Procurement,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.19  ** Matter in Extreme Conditions (MEC) Procurement,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.20  ** Detectors Procurement,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.21  XPP Offset Mirror (Previous - ** Sample Delivery Procurement),,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.04.03.06.22  DXS Offset Mirror (Previous - ** Lasers Procurement),,264.0d,977.0h,977.0h,09-01-22,09-29-23,,"$1,920,000 ",,,1920000.0h,310.0d
          XES_END_DOMCH_6100,Prepare Requisition (Specs/SOW/ETC) - Chamber - Procurement - DXS Offset Mirror,15.0d,118.0h,118.0h,09-01-22,09-22-22,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMM_6100,Prepare Requisition (Specs/SOW/ETC) - Mechanics - Procurement - DXS Offset Mirror,20.0d,32.0h,32.0h,09-01-22,09-29-22,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6100,Prepare Requisition (Specs/SOW/ETC) - Coating - Procurement - DXS Offset Mirror,20.0d,32.0h,32.0h,09-01-22,09-29-22,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6100,Prepare Requisition (Specs/SOW/ETC) - Substrates - DXS Offset Mirror,20.0d,80.0h,80.0h,09-01-22,09-29-22,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMCH_6110,RQN: Approval of Requisition - Chamber - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,09-23-22,09-23-22,0%,"$100,000 ",,,100000.0h,437.0d
          XES_END_DOMCH_6120,Prepare RFP - Chamber - Procurement - DXS Offset Mirror,10.0d,0.0h,0.0h,09-26-22,10-07-22,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMM_6110,RQN: Approval of Requisition - Mechanics - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,09-30-22,09-30-22,0%,"$210,000 ",,,210000.0h,344.0d
          XES_END_DOMC_6110,RQN: Approval of Requisition - Coating - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,09-30-22,09-30-22,0%,"$60,000 ",,,60000.0h,474.0d
          XES_END_DOMS_6110,RQN: Approval of Requisition - Substrates - DXS Offset Mirror,1.0d,0.0h,0.0h,09-30-22,09-30-22,0%,"$270,000 ",,,270000.0h,310.0d
          XES_END_DOMM_6120,Prepare RFP - Mechanics - Procurement - DXS Offset Mirror,10.0d,0.0h,0.0h,10-03-22,10-14-22,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6120,Prepare RFP - Coating - Procurement - DXS Offset Mirror,10.0d,8.0h,8.0h,10-03-22,10-14-22,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6120,Prepare RFP - Substrates - DXS Offset Mirror,10.0d,20.0h,20.0h,10-03-22,10-14-22,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMCH_6130,Release RFP - Chamber - Procurement - DXS Offset Mirror,2.0d,0.0h,0.0h,10-10-22,10-11-22,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMCH_6140,Vendor Proposal Effort - Chamber - Procurement - DXS Offset Mirror,10.0d,0.0h,0.0h,10-12-22,10-25-22,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMM_6130,Release RFP - Mechanics - Procurement - DXS Offset Mirror,2.0d,0.0h,0.0h,10-17-22,10-18-22,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6130,Release RFP - Coating - Procurement - DXS Offset Mirror,2.0d,0.0h,0.0h,10-17-22,10-18-22,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6130,Release RFP -  Substrates - DXS Offset Mirror,2.0d,0.0h,0.0h,10-17-22,10-18-22,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMM_6140,Vendor Proposal Effort - Mechanics - Procurement - DXS Offset Mirror,10.0d,0.0h,0.0h,10-19-22,11-01-22,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6140,Vendor Proposal Effort - Coating - Procurement - DXS Offset Mirror,10.0d,0.0h,0.0h,10-19-22,11-01-22,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6140,Vendor Proposal Effort -  Substrates - DXS Offset Mirror,10.0d,90.0h,90.0h,10-19-22,11-01-22,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMCH_6150,RCV: Vendor Proposal - Chamber - Procurement - DXS Offset Mirror,0.0d,0.0h,0.0h,,10-25-22,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMCH_6160,Evaluations/Negotiations - Chamber - Procurement - DXS Offset Mirror,20.0d,58.0h,58.0h,10-26-22,11-22-22,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMM_6150,RCV: Vendor Proposal - Mechanics - Procurement - DXS Offset Mirror,0.0d,0.0h,0.0h,,11-01-22,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6150,RCV: Vendor Proposal - Coating - Procurement - DXS Offset Mirror,0.0d,0.0h,0.0h,,11-01-22,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6150,RCV: Vendor Proposal -  Substrates - DXS Offset Mirror,0.0d,0.0h,0.0h,,11-01-22,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMM_6160,Evaluations/Negotiations - Mechanics - Procurement - DXS Offset Mirror,20.0d,8.0h,8.0h,11-02-22,12-01-22,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6160,Evaluations/Negotiations - Coating - Procurement - DXS Offset Mirror,20.0d,0.0h,0.0h,11-02-22,12-01-22,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6160,Evaluations/Negotiations -  Substrates - DXS Offset Mirror,20.0d,8.0h,8.0h,11-02-22,12-01-22,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMCH_6170,Prepare Award Documents - Chamber - Procurement - DXS Offset Mirror,5.0d,0.0h,0.0h,11-23-22,12-01-22,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMCH_6180,AWARD: Procurement - Chamber - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,12-02-22,12-02-22,0%,"$100,000 ",,,100000.0h,437.0d
          XES_END_DOMM_6170,Prepare Award Documents - Mechanics - Procurement - DXS Offset Mirror,5.0d,0.0h,0.0h,12-02-22,12-08-22,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6170,Prepare Award Documents - Coating - Procurement - DXS Offset Mirror,5.0d,0.0h,0.0h,12-02-22,12-08-22,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6170,Prepare Award Documents -  Substrates - DXS Offset Mirror,5.0d,28.0h,28.0h,12-02-22,12-08-22,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMCH_6200,Vendor Effort - Chamber - Support - Procurement - DXS Offset Mirror XYZ Procurement,72.0d,87.0h,87.0h,12-05-22,03-30-23,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMCH_6190,Vendor Effort - Chamber - Procurement - DXS Offset Mirror,72.0d,0.0h,0.0h,12-05-22,03-30-23,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMM_6180,AWARD: Procurement - Mechanics - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,12-09-22,12-09-22,0%,"$210,000 ",,,210000.0h,344.0d
          XES_END_DOMC_6180,AWARD: Procurement - Coating - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,12-09-22,12-09-22,0%,"$60,000 ",,,60000.0h,474.0d
          XES_END_DOMS_6180,AWARD: Procurement -  Substrates - DXS Offset Mirror,1.0d,0.0h,0.0h,12-09-22,12-09-22,0%,"$270,000 ",,,270000.0h,310.0d
          XES_END_DOMM_6200,Vendor Effort - Mechanics - Mechanics - Procurement - DXS Offset Mirror,160.0d,192.0h,192.0h,12-12-22,08-10-23,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMM_6190,Vendor Effort - Mechanics - Procurement - DXS Offset Mirror,160.0d,0.0h,0.0h,12-12-22,08-10-23,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMC_6200,Vendor Effort - Coating - Support - Procurement - DXS Offset Mirror,30.0d,60.0h,60.0h,12-12-22,02-06-23,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMC_6190,Vendor Effort - Coating - Procurement - DXS Offset Mirror,30.0d,0.0h,0.0h,12-12-22,02-06-23,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMS_6200,Vendor Effort - Support -  Substrates - DXS Offset Mirror,194.0d,156.0h,156.0h,12-12-22,09-28-23,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMS_6190,Vendor Effort -  Substrates - DXS Offset Mirror,194.0d,0.0h,0.0h,12-12-22,09-28-23,0%,$0 ,,,0.0h,310.0d
          XES_END_DOMC_6210,RCV: Goods/Services/Final Report - Coating - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,02-07-23,02-07-23,0%,"$60,000 ",,,60000.0h,474.0d
          XES_END_DOMC_6220,COMP: Procurement - Coating - DXS Offset Mirror,0.0d,0.0h,0.0h,,02-07-23,0%,$0 ,,,0.0h,474.0d
          XES_END_DOMCH_6210,RCV: Goods/Services/Final Report - Chamber - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,03-31-23,03-31-23,0%,"$100,000 ",,,100000.0h,437.0d
          XES_END_DOMCH_6220,COMP: Procurement - Chamber - DXS Offset Mirror,0.0d,0.0h,0.0h,,03-31-23,0%,$0 ,,,0.0h,437.0d
          XES_END_DOMM_6210,RCV: Goods/Services/Final Report - Mechanics - Procurement - DXS Offset Mirror,1.0d,0.0h,0.0h,08-11-23,08-11-23,0%,"$210,000 ",,,210000.0h,344.0d
          XES_END_DOMM_6220,COMP: Procurement - Mechanics - Procurement - DXS Offset Mirror,0.0d,0.0h,0.0h,,08-11-23,0%,$0 ,,,0.0h,344.0d
          XES_END_DOMS_6210,RCV: Goods/Services/Final Report -  Substrates - DXS Offset Mirror,1.0d,0.0h,0.0h,09-29-23,09-29-23,0%,"$270,000 ",,,270000.0h,310.0d
          XES_END_DOMS_6220,COMP: Procurement - Substrates - DXS Offset Mirror,0.0d,0.0h,0.0h,,09-29-23,0%,$0 ,,,0.0h,310.0d
        L2HE - BL - 2021-10.1.04.03.06.23  CXI KB Mirrors Procurement,,532.0d,502.4h,502.4h,05-01-23,07-02-25,,"$7,800,000 ",,,7800000.0h,88.0d
          XES_END_CKM_6100,Prepare Requisition (Specs/SOW/ETC/APP) - Procurement - CXI KB Mirrors,45.0d,140.0h,140.0h,05-01-23,07-03-23,0%,$0 ,,,0.0h,-50.3d
          XES_END_CKM_6110,RQN: ARQN: Approval of Requisition - Procurement - CXI KB Mirrors,1.0d,0.0h,0.0h,07-05-23,07-05-23,0%,"$2,600,000 ",,,2600000.0h,88.0d
          XES_END_CKM_6120,"Prepare RFP (ASP,PRR, TPRR,etc.) - Procurement - CXI KB Mirrors",35.0d,0.0h,0.0h,07-06-23,08-23-23,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6150,Vendor Proposal Effort - Procurement - CXI KB Mirrors,35.0d,0.0h,0.0h,07-20-23,09-07-23,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6130,"SLAC legal review/approve RFP (RQD, >$5m)Procurement - CXI KB Mirrors",5.0d,0.0h,0.0h,08-24-23,08-30-23,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6140,Release RFP - Procurement - CXI KB Mirrors,5.0d,0.0h,0.0h,08-31-23,09-07-23,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6160,RCV: Vendor Proposal - Procurement - CXI KB Mirrors,0.0d,0.0h,0.0h,,09-07-23,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6170,Evaluations/Negotiations - Procurement - CXI KB Mirrors,55.0d,74.4h,74.4h,09-08-23,11-27-23,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6180,Prepare Award Documents - Procurement - CXI KB Mirrors,5.0d,0.0h,0.0h,11-28-23,12-04-23,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6190,(Foreign Only) Buy American ACT ReviewProcurement - CXI KB Mirrors,10.0d,0.0h,0.0h,12-05-23,01-02-24,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6200,"SLAC legal review/approve Award docs (RQD, >$5m)Procurement - CXI KB Mirrors",5.0d,0.0h,0.0h,01-03-24,01-09-24,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6210,"AWARD: (Lab Dir. Approval RQD, >$5m): Procurement - Procurement - CXI KB Mirrors",5.0d,0.0h,0.0h,01-10-24,01-17-24,0%,"$2,600,000 ",,,2600000.0h,88.0d
          XES_END_CKM_6230,Vendor Oversite - Procurement - CXI KB Mirrors,360.0d,288.0h,288.0h,01-18-24,07-01-25,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6220,Vendor Effort - Procurement - CXI KB Mirrors,360.0d,0.0h,0.0h,01-18-24,07-01-25,0%,$0 ,,,0.0h,88.0d
          XES_END_CKM_6240,RCV: Goods/Services/Final Report - Procurement - CXI KB Mirrors,1.0d,0.0h,0.0h,07-02-25,07-02-25,0%,"$2,600,000 ",,,2600000.0h,88.0d
          XES_END_CKM_6250,COMP: Procurement - CXI KB Mirrors,0.0d,0.0h,0.0h,,07-02-25,0%,$0 ,,,0.0h,88.0d
        L2HE - BL - 2021-10.1.04.03.06.24  MFX KB Mirrors (Previous - ** NXI KB Mirrors Procurement),,532.0d,270.0h,270.0h,05-01-23,07-02-25,,"$3,900,000 ",,,3900000.0h,-50.3d
          XES_END_MKM_6100,Prepare Requisition (Specs/SOW/ETC/APP) - Procurement - MFX KB Mirrors,45.0d,80.0h,80.0h,05-01-23,07-03-23,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6110,RQN: Approval of Requisition - XPP Endstation Procuremen,1.0d,0.0h,0.0h,07-05-23,07-05-23,0%,"$1,300,000 ",,,1300000.0h,-50.3d
          XES_END_MKM_6120,"Prepare RFP (ASP,PRR, TPRR,etc.) - Procurement - MFX KB Mirrors",35.0d,0.0h,0.0h,07-06-23,08-23-23,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6130,"SLAC legal review/approve RFP (RQD, >$5m)Procurement - MFX KB Mirrors",5.0d,0.0h,0.0h,08-24-23,08-30-23,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6140,Release RFP - Procurement - MFX KB Mirrors,5.0d,0.0h,0.0h,08-31-23,09-07-23,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6150,Vendor Proposal Effort - Procurement - MFX KB Mirrors,35.0d,0.0h,0.0h,09-08-23,10-26-23,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6160,RCV: Vendor Proposal - Procurement - MFX KB Mirrors,0.0d,0.0h,0.0h,,10-26-23,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6170,Evaluations/Negotiations - Procurement - MFX KB Mirrors,55.0d,40.0h,40.0h,10-27-23,01-31-24,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6180,Prepare Award Documents - Procurement - MFX KB Mirrors,5.0d,0.0h,0.0h,02-01-24,02-07-24,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6190,(Foreign Only) Buy American ACT ReviewProcurement - MFX KB Mirrors,10.0d,0.0h,0.0h,02-08-24,02-22-24,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6200,"SLAC legal review/approve Award docs (RQD, >$5m)Procurement - MFX KB Mirrors",5.0d,0.0h,0.0h,02-23-24,02-29-24,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6210,"AWARD: (Lab Dir. Approval RQD, >$5m): Procurement - Procurement - MFX KB Mirrors",5.0d,0.0h,0.0h,03-01-24,03-07-24,0%,"$1,300,000 ",,,1300000.0h,-50.3d
          XES_END_MKM_6230,Vendor Effort - Support - Procurement - MFX KB Mirrors,325.0d,150.0h,150.0h,03-08-24,07-01-25,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6220,Vendor Effort - Procurement - MFX KB Mirrors,325.0d,0.0h,0.0h,03-08-24,07-01-25,0%,$0 ,,,0.0h,-50.3d
          XES_END_MKM_6240,RCV: Procurement - MFX KB Mirrors,1.0d,0.0h,0.0h,07-02-25,07-02-25,0%,"$1,300,000 ",,,1300000.0h,-50.3d
          XES_END_MKM_6250,COMP: Procurement - MFX KB Mirrors,0.0d,0.0h,0.0h,,07-02-25,0%,$0 ,,,0.0h,-50.3d
        L2HE - BL - 2021-10.1.04.03.06.25  DXS IXS Spectrometer Procurement,,626.0d,896.0h,896.0h,09-09-22,04-10-25,,"$2,460,000 ",,,2460000.0h,17.0d
          XES_END_DIS_6100,Prepare Requisition (Specs/SOW/ETC/APP) - Procurement - DXS IXS Spectrometer,45.0d,48.0h,48.0h,09-09-22,11-10-22,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6110,RQN: Approval of Requisition - DXS IXS Spectrometer,1.0d,0.0h,0.0h,11-11-22,11-11-22,0%,"$820,000 ",,,820000.0h,196.0d
          XES_END_DIS_6120,"Prepare RFP (ASP,PRR, TPRR,etc.) - DXS IXS Spectrometer",35.0d,0.0h,0.0h,11-14-22,01-18-23,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6130,"SLAC legal review/approve RFP (RQD, >$5m) - DXS IXS Spectrometer",5.0d,0.0h,0.0h,01-19-23,01-25-23,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6140,Release RFP - DXS IXS Spectrometer,5.0d,0.0h,0.0h,01-26-23,02-01-23,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6150,Vendor Proposal Effort - DXS IXS Spectrometer,35.0d,0.0h,0.0h,02-02-23,03-23-23,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6160,RCV: Vendor Proposal - DXS IXS Spectrometer,0.0d,0.0h,0.0h,,03-23-23,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6170,Evaluations/Negotiations - DXS IXS Spectrometer,55.0d,160.0h,160.0h,03-24-23,06-09-23,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6180,Prepare Award Documents - DXS IXS Spectrometer,5.0d,0.0h,0.0h,06-12-23,06-16-23,0%,$0 ,,,0.0h,196.0d
          XES_END_DIS_6190,(Foreign Only) Buy American ACT Review - DXS IXS Spectrometer,10.0d,0.0h,0.0h,06-19-23,06-30-23,0%,$0 ,,,0.0h,196.0d
